timestamp,event_id,event_type,data
2026-03-25T18:26:31.164179,445732,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:26:35.896810,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:26:35.896893,445752,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:26:35.896923,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:26:36.116587,445770,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:26:36.116647,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.593428,""state"":""2.6 Wh""}"
2026-03-25T18:26:36.116787,450730,log,"[0;36m[D][hlw8012:076]: Got power=0.9W, current=0.0A[0m"
2026-03-25T18:26:36.116822,450736,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:26:36.116844,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:26:36.116878,450754,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:26:36.116901,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:26:36.355591,450778,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:26:40.924220,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.594624,""state"":""2.6 Wh""}"
2026-03-25T18:26:40.924598,452736,ping,
2026-03-25T18:26:40.924756,455730,log,"[0;36m[D][hlw8012:076]: Got power=0.8W, current=0.0A[0m"
2026-03-25T18:26:40.924899,455736,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.022 A[0m
2026-03-25T18:26:40.925096,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02212,""state"":""0.022 A""}"
2026-03-25T18:26:45.912472,455754,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:26:45.912740,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:26:46.151193,455772,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:26:46.151263,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.59567,""state"":""2.6 Wh""}"
2026-03-25T18:26:46.151313,460730,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:26:50.926134,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:26:51.252149,460752,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:26:51.252247,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.596865,""state"":""2.6 Wh""}"
2026-03-25T18:26:51.252321,462738,ping,
2026-03-25T18:26:51.252358,465732,log,"[0;36m[D][hlw8012:082]: Got power=0.8W, voltage=232.2V[0m"
2026-03-25T18:26:51.252394,465740,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 232.25 V[0m
2026-03-25T18:26:55.902413,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":232.2477,""state"":""232.25 V""}"
2026-03-25T18:26:55.902623,465764,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:26:55.902700,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:26:56.131311,465792,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:26:56.131424,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.597912,""state"":""2.6 Wh""}"
2026-03-25T18:26:56.131668,470734,log,"[0;36m[D][hlw8012:082]: Got power=0.8W, voltage=232.3V[0m"
2026-03-25T18:26:56.131731,470742,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 232.32 V[0m
2026-03-25T18:26:56.131783,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":232.3236,""state"":""232.32 V""}"
2026-03-25T18:26:56.131858,470764,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:26:56.131910,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:26:56.339669,470788,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:00.936903,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.598958,""state"":""2.6 Wh""}"
2026-03-25T18:27:00.937173,472740,ping,
2026-03-25T18:27:00.937321,475736,log,"[0;36m[D][hlw8012:082]: Got power=0.9W, voltage=231.9V[0m"
2026-03-25T18:27:00.937464,475746,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 231.87 V[0m
2026-03-25T18:27:00.937599,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":231.8685,""state"":""231.87 V""}"
2026-03-25T18:27:05.776634,475768,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:27:05.776807,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:27:06.017872,475790,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:06.017931,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.600153,""state"":""2.6 Wh""}"
2026-03-25T18:27:06.017976,480594,log,[0;36m[D][sensor:118]: 'Phantom Power Draw' >> 0.00 W[0m
2026-03-25T18:27:06.076073,,state,"{""name_id"":""sensor/Phantom Power Draw"",""id"":""sensor-phantom_power_draw"",""value"":0,""state"":""0.00 W""}"
2026-03-25T18:27:06.076219,480738,log,"[0;36m[D][hlw8012:082]: Got power=0.8W, voltage=232.4V[0m"
2026-03-25T18:27:06.076280,480746,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 232.41 V[0m
2026-03-25T18:27:06.076314,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":232.4121,""state"":""232.41 V""}"
2026-03-25T18:27:06.076367,480776,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:27:06.095902,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:27:06.304217,480794,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:06.304278,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.601199,""state"":""2.6 Wh""}"
2026-03-25T18:27:06.304325,480812,log,[0;36m[D][sensor:118]: 'WiFi Signal Sensor' >> -39 dBm[0m
2026-03-25T18:27:06.304349,,state,"{""name_id"":""sensor/WiFi Signal Sensor"",""id"":""sensor-wifi_signal_sensor"",""value"":-39,""state"":""-39 dBm""}"
2026-03-25T18:27:06.304383,480828,log,[0;36m[D][sensor:118]: 'Current Signal Variance' >> 0.0000 AÂ²[0m
2026-03-25T18:27:06.506183,,state,"{""name_id"":""sensor/Current Signal Variance"",""id"":""sensor-current_signal_variance"",""value"":0,""state"":""0.0000 AÂ²""}"
2026-03-25T18:27:06.506532,481008,log,[0;36m[D][sensor:118]: 'Steady State Power' >> 0.0 W[0m
2026-03-25T18:27:06.506634,,state,"{""name_id"":""sensor/Steady State Power"",""id"":""sensor-steady_state_power"",""value"":0,""state"":""0.0 W""}"
2026-03-25T18:27:06.506734,481324,log,[0;36m[D][sensor:118]: 'Detected Device Type' >> 0 [0m
2026-03-25T18:27:10.908424,,state,"{""name_id"":""sensor/Detected Device Type"",""id"":""sensor-detected_device_type"",""value"":0,""state"":""0""}"
2026-03-25T18:27:10.908621,481450,log,[0;36m[D][sensor:118]: 'Startup Duration' >> 0 ms[0m
2026-03-25T18:27:10.908698,,state,"{""name_id"":""sensor/Startup Duration"",""id"":""sensor-startup_duration"",""value"":0,""state"":""0 ms""}"
2026-03-25T18:27:10.908785,481542,log,[0;36m[D][sensor:118]: 'Startup Peak Current' >> 0.00 A[0m
2026-03-25T18:27:10.908848,,state,"{""name_id"":""sensor/Startup Peak Current"",""id"":""sensor-startup_peak_current"",""value"":0,""state"":""0.00 A""}"
2026-03-25T18:27:10.908932,482742,ping,
2026-03-25T18:27:10.973478,485740,log,"[0;36m[D][hlw8012:082]: Got power=0.9W, voltage=232.3V[0m"
2026-03-25T18:27:10.973728,485748,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 232.32 V[0m
2026-03-25T18:27:10.973845,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":232.3236,""state"":""232.32 V""}"
2026-03-25T18:27:10.973999,485774,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:27:10.974087,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:27:15.943693,485806,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:15.943884,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.602395,""state"":""2.6 Wh""}"
2026-03-25T18:27:15.944095,490742,log,"[0;36m[D][hlw8012:082]: Got power=0.9W, voltage=232.0V[0m"
2026-03-25T18:27:15.944268,490748,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 231.98 V[0m
2026-03-25T18:27:15.944402,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":231.9822,""state"":""231.98 V""}"
2026-03-25T18:27:20.930502,490768,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:27:20.930716,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:27:21.184101,490798,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:21.184173,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.60359,""state"":""2.6 Wh""}"
2026-03-25T18:27:21.184223,492748,ping,
2026-03-25T18:27:21.184248,495744,log,"[0;36m[D][hlw8012:082]: Got power=0.8W, voltage=232.0V[0m"
2026-03-25T18:27:21.184369,495752,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 232.02 V[0m
2026-03-25T18:27:21.184396,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":232.0202,""state"":""232.02 V""}"
2026-03-25T18:27:21.184430,495772,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:27:21.184453,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:27:21.385296,495796,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:25.960155,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.604636,""state"":""2.6 Wh""}"
2026-03-25T18:27:25.960380,500746,log,"[0;36m[D][hlw8012:082]: Got power=0.9W, voltage=231.9V[0m"
2026-03-25T18:27:25.960471,500754,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 231.88 V[0m
2026-03-25T18:27:25.960539,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":231.8811,""state"":""231.88 V""}"
2026-03-25T18:27:25.960636,500776,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:27:30.940603,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:27:31.189694,500800,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:31.189771,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.605832,""state"":""2.6 Wh""}"
2026-03-25T18:27:31.189835,502748,ping,
2026-03-25T18:27:31.189869,505746,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:27:31.189900,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:27:35.951754,505766,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:35.952000,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.606878,""state"":""2.6 Wh""}"
2026-03-25T18:27:35.952167,510752,log,"[0;36m[D][hlw8012:076]: Got power=0.8W, current=0.0A[0m"
2026-03-25T18:27:35.952248,510758,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:27:35.952316,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:27:40.928390,510778,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:27:40.928614,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:27:41.167391,510796,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:41.167450,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.607924,""state"":""2.6 Wh""}"
2026-03-25T18:27:41.167495,512754,ping,
2026-03-25T18:27:41.167518,515752,log,"[0;36m[D][hlw8012:076]: Got power=0.9W, current=0.0A[0m"
2026-03-25T18:27:41.167627,515758,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:27:41.167721,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:27:41.167760,515778,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:27:41.167780,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:27:41.374386,515802,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:45.952850,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.60912,""state"":""2.6 Wh""}"
2026-03-25T18:27:45.953125,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.60912,""state"":""2.6 Wh""}"
2026-03-25T18:27:45.953405,520754,log,"[0;36m[D][hlw8012:076]: Got power=0.8W, current=0.0A[0m"
2026-03-25T18:27:45.953566,520760,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:27:45.953698,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:27:50.929156,520780,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:27:50.929323,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:27:51.214217,520796,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:51.214294,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.610166,""state"":""2.6 Wh""}"
2026-03-25T18:27:51.214374,522758,ping,
2026-03-25T18:27:51.214423,525756,log,"[0;36m[D][hlw8012:076]: Got power=0.9W, current=0.0A[0m"
2026-03-25T18:27:51.214605,525762,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:27:51.214651,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:27:51.214721,525780,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.92 W[0m
2026-03-25T18:27:51.214776,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.916566,""state"":""1.92 W""}"
2026-03-25T18:27:51.449063,525800,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:27:55.963750,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.611362,""state"":""2.6 Wh""}"
2026-03-25T18:27:55.963966,530756,log,"[0;36m[D][hlw8012:076]: Got power=0.8W, current=0.0A[0m"
2026-03-25T18:27:55.964055,530762,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.022 A[0m
2026-03-25T18:27:55.964121,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02212,""state"":""0.022 A""}"
2026-03-25T18:27:55.964217,530782,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:28:00.957893,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:28:01.196008,530804,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:28:01.196064,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.612407,""state"":""2.6 Wh""}"
2026-03-25T18:28:01.196111,532760,ping,
2026-03-25T18:28:01.196133,535758,log,"[0;36m[D][hlw8012:076]: Got power=0.8W, current=0.0A[0m"
2026-03-25T18:28:01.196153,535766,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 0.020 A[0m
2026-03-25T18:28:01.196258,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":0.02011,""state"":""0.020 A""}"
2026-03-25T18:28:01.196294,535784,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1.68 W[0m
2026-03-25T18:28:01.196315,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1.676995,""state"":""1.68 W""}"
2026-03-25T18:28:01.412816,535808,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 2.6 Wh[0m
2026-03-25T18:28:01.412879,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.613454,""state"":""2.6 Wh""}"
2026-03-25T18:28:05.941713,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":2.613454,""state"":""2.6 Wh""}"
2026-03-25T18:28:05.942080,536674,log,[0;36m[D][switch:022]: 'Relay 1' Turning ON.[0m
2026-03-25T18:28:05.942229,536678,log,[0;36m[D][switch:065]: 'Relay 1' >> ON[0m
2026-03-25T18:28:05.942312,,state,"{""name_id"":""switch/Relay 1"",""id"":""switch-relay_1"",""value"":true,""state"":""ON""}"
2026-03-25T18:28:05.942425,540596,log,[0;36m[D][sensor:118]: 'Phantom Power Draw' >> 0.00 W[0m
2026-03-25T18:28:05.942577,,state,"{""name_id"":""sensor/Phantom Power Draw"",""id"":""sensor-phantom_power_draw"",""value"":0,""state"":""0.00 W""}"
2026-03-25T18:28:05.987695,540760,log,"[0;36m[D][hlw8012:076]: Got power=568.1W, current=5.7A[0m"
2026-03-25T18:28:05.987968,540768,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 5.671 A[0m
2026-03-25T18:28:05.988110,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":5.670886,""state"":""5.671 A""}"
2026-03-25T18:28:05.988325,540790,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1264.93 W[0m
2026-03-25T18:28:05.988526,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1264.934,""state"":""1264.93 W""}"
2026-03-25T18:28:06.236691,540820,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 3.4 Wh[0m
2026-03-25T18:28:06.236770,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":3.402511,""state"":""3.4 Wh""}"
2026-03-25T18:28:06.236823,540850,log,[0;36m[D][sensor:118]: 'Current Signal Variance' >> 0.0000 AÂ²[0m
2026-03-25T18:28:06.236847,,state,"{""name_id"":""sensor/Current Signal Variance"",""id"":""sensor-current_signal_variance"",""value"":0,""state"":""0.0000 AÂ²""}"
2026-03-25T18:28:06.236878,540880,log,[0;36m[D][sensor:118]: 'WiFi Signal Sensor' >> -40 dBm[0m
2026-03-25T18:28:06.508014,,state,"{""name_id"":""sensor/WiFi Signal Sensor"",""id"":""sensor-wifi_signal_sensor"",""value"":-40,""state"":""-40 dBm""}"
2026-03-25T18:28:06.508388,541010,log,[0;36m[D][sensor:118]: 'Steady State Power' >> 0.0 W[0m
2026-03-25T18:28:06.508545,,state,"{""name_id"":""sensor/Steady State Power"",""id"":""sensor-steady_state_power"",""value"":0,""state"":""0.0 W""}"
2026-03-25T18:28:06.508648,541330,log,[0;36m[D][sensor:118]: 'Detected Device Type' >> 0 [0m
2026-03-25T18:28:10.946550,,state,"{""name_id"":""sensor/Detected Device Type"",""id"":""sensor-detected_device_type"",""value"":0,""state"":""0""}"
2026-03-25T18:28:10.946956,541452,log,[0;36m[D][sensor:118]: 'Startup Duration' >> 0 ms[0m
2026-03-25T18:28:10.947161,,state,"{""name_id"":""sensor/Startup Duration"",""id"":""sensor-startup_duration"",""value"":0,""state"":""0 ms""}"
2026-03-25T18:28:10.947398,541544,log,[0;36m[D][sensor:118]: 'Startup Peak Current' >> 0.00 A[0m
2026-03-25T18:28:10.947574,,state,"{""name_id"":""sensor/Startup Peak Current"",""id"":""sensor-startup_peak_current"",""value"":0,""state"":""0.00 A""}"
2026-03-25T18:28:10.947789,542762,ping,
2026-03-25T18:28:10.994636,545762,log,"[0;36m[D][hlw8012:076]: Got power=700.7W, current=7.0A[0m"
2026-03-25T18:28:10.994973,545770,log,[0;36m[D][sensor:118]: 'BL0937 Current' >> 6.966 A[0m
2026-03-25T18:28:10.995166,,state,"{""name_id"":""sensor/BL0937 Current"",""id"":""sensor-bl0937_current"",""value"":6.965939,""state"":""6.966 A""}"
2026-03-25T18:28:10.995407,545790,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1560.08 W[0m
2026-03-25T18:28:10.995604,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1560.085,""state"":""1560.08 W""}"
2026-03-25T18:28:16.002880,545810,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 4.4 Wh[0m
2026-03-25T18:28:16.002960,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":4.375682,""state"":""4.4 Wh""}"
2026-03-25T18:28:16.003028,550764,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 1643.22 W[0m
2026-03-25T18:28:16.003070,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":1643.216,""state"":""1643.22 W""}"
2026-03-25T18:28:16.245937,550790,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 5.4 Wh[0m
2026-03-25T18:28:21.006266,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":5.400709,""state"":""5.4 Wh""}"
2026-03-25T18:28:21.006390,552764,ping,
2026-03-25T18:28:21.006443,555764,log,"[0;36m[D][hlw8012:082]: Got power=947.8W, voltage=225.4V[0m"
2026-03-25T18:28:21.006479,555772,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 225.38 V[0m
2026-03-25T18:28:21.006519,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":225.3827,""state"":""225.38 V""}"
2026-03-25T18:28:21.006580,555794,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 2110.38 W[0m
2026-03-25T18:28:25.954568,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":2110.379,""state"":""2110.38 W""}"
2026-03-25T18:28:26.360568,555816,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 6.7 Wh[0m
2026-03-25T18:28:26.360842,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":6.71715,""state"":""6.7 Wh""}"
2026-03-25T18:28:26.361677,560766,log,"[0;36m[D][hlw8012:082]: Got power=355.6W, voltage=228.9V[0m"
2026-03-25T18:28:26.362277,560772,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 228.94 V[0m
2026-03-25T18:28:30.951349,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":228.9353,""state"":""228.94 V""}"
2026-03-25T18:28:30.951522,560794,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 791.78 W[0m
2026-03-25T18:28:30.951565,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":791.7813,""state"":""791.78 W""}"
2026-03-25T18:28:31.215604,560816,log,[0;36m[D][sensor:118]: 'BL0937 Energy' >> 7.2 Wh[0m
2026-03-25T18:28:31.215662,,state,"{""name_id"":""sensor/BL0937 Energy"",""id"":""sensor-bl0937_energy"",""value"":7.211058,""state"":""7.2 Wh""}"
2026-03-25T18:28:31.215705,562766,ping,
2026-03-25T18:28:31.215841,565770,log,"[0;36m[D][hlw8012:082]: Got power=1.5W, voltage=231.4V[0m"
2026-03-25T18:28:31.215869,565776,log,[0;36m[D][sensor:118]: 'BL0937 Voltage' >> 231.43 V[0m
2026-03-25T18:28:31.215916,,state,"{""name_id"":""sensor/BL0937 Voltage"",""id"":""sensor-bl0937_voltage"",""value"":231.4259,""state"":""231.43 V""}"
2026-03-25T18:28:31.215963,565794,log,[0;36m[D][sensor:118]: 'BL0937 Power' >> 3.35 W[0m
2026-03-25T18:28:31.215987,,state,"{""name_id"":""sensor/BL0937 Power"",""id"":""sensor-bl0937_power"",""value"":3.35399,""state"":""3.35 W""}"
